Customer ID,Internal ID,Original Internal ID,Obligor Name,City,Country,Zip Code,Industry Code,Industry Code Type,Obligor Internal Risk Rating,TIN,Stock Exchange,Ticker Symbol
CUST0201,OBL0201,OBL0201,Company 201,San Francisco,Canada,98081,6244,SIC,1,741441081,NASDAQ,TICK201
CUST0202,OBL0202,OBL0202,Company 202,Boston,Canada,45233,6244,SIC,1,217884169,LSE,TICK202
CUST0203,OBL0203,OBL0203,Company 203,New York,France,95246,5222,SIC,4,146812801,LSE,TICK203
CUST0204,OBL0204,OBL0204,Company 204,Seattle,USA,41342,5411,NAICS,2,677759763,LSE,TICK204
CUST0205,OBL0205,OBL0205,Company 205,Los Angeles,Germany,30741,6113,NAICS,5,595731715,Euronext,TICK205
CUST0206,OBL0206,OBL0206,Company 206,Houston,USA,12258,3361,NAICS,5,167334035,TSX,TICK206
CUST0207,OBL0207,OBL0207,Company 207,San Francisco,Canada,69964,6113,SIC,5,905489775,NYSE,TICK207
CUST0208,OBL0208,OBL0208,Company 208,Los Angeles,France,79099,5222,SIC,3,705060357,Euronext,TICK208
CUST0209,OBL0209,OBL0209,Company 209,San Francisco,France,41053,5222,SIC,1,252059573,TSX,TICK209
CUST0210,OBL0210,OBL0210,Company 210,San Francisco,USA,16850,3254,NAICS,1,980497439,NYSE,TICK210
CUST0211,OBL0211,OBL0211,Company 211,Houston,Canada,75361,3361,NAICS,3,885003814,LSE,TICK211
CUST0212,OBL0212,OBL0212,Company 212,Seattle,UK,38343,6244,NAICS,2,276216187,Euronext,TICK212
CUST0213,OBL0213,OBL0213,Company 213,Chicago,Canada,26859,3361,SIC,4,612931007,TSX,TICK213
CUST0214,OBL0214,OBL0214,Company 214,San Francisco,Germany,98319,4234,NAICS,2,260923298,NYSE,TICK214
CUST0215,OBL0215,OBL0215,Company 215,Miami,France,40880,5411,NAICS,4,552466150,NYSE,TICK215
CUST0216,OBL0216,OBL0216,Company 216,New York,France,18840,3361,NAICS,2,946750543,LSE,TICK216
CUST0217,OBL0217,OBL0217,Company 217,Houston,France,63045,6113,NAICS,1,239741943,NYSE,TICK217
CUST0218,OBL0218,OBL0218,Company 218,Los Angeles,France,32639,4234,SIC,3,394636029,NYSE,TICK218
CUST0219,OBL0219,OBL0219,Company 219,San Francisco,UK,75137,5411,SIC,2,975519541,NASDAQ,TICK219
CUST0220,OBL0220,OBL0220,Company 220,Boston,Germany,59406,4234,SIC,5,893336685,Euronext,TICK220
CUST0221,OBL0221,OBL0221,Company 221,Seattle,Germany,45854,5415,SIC,1,894221411,Euronext,TICK221
CUST0222,OBL0222,OBL0222,Company 222,Boston,Canada,95919,3361,NAICS,5,730992149,NYSE,TICK222
CUST0223,OBL0223,OBL0223,Company 223,Los Angeles,Germany,66000,3254,SIC,4,971812933,NASDAQ,TICK223
CUST0224,OBL0224,OBL0224,Company 224,Los Angeles,USA,77030,5222,SIC,2,680515087,NASDAQ,TICK224
CUST0225,OBL0225,OBL0225,Company 225,Miami,Canada,42957,6244,NAICS,5,310631356,Euronext,TICK225
CUST0226,OBL0226,OBL0226,Company 226,San Francisco,UK,49950,3254,SIC,4,748247702,NASDAQ,TICK226
CUST0227,OBL0227,OBL0227,Company 227,Houston,Germany,38406,5222,SIC,4,112167572,Euronext,TICK227
CUST0228,OBL0228,OBL0228,Company 228,Chicago,France,19959,5222,NAICS,5,431687708,NASDAQ,TICK228
CUST0229,OBL0229,OBL0229,Company 229,Boston,USA,20737,5411,SIC,1,440909017,TSX,TICK229
CUST0230,OBL0230,OBL0230,Company 230,Los Angeles,UK,57713,5415,SIC,4,821359877,LSE,TICK230
CUST0231,OBL0231,OBL0231,Company 231,Chicago,UK,79539,6244,SIC,3,879136225,NYSE,TICK231
CUST0232,OBL0232,OBL0232,Company 232,Boston,France,29843,5411,SIC,3,190947701,NYSE,TICK232
CUST0233,OBL0233,OBL0233,Company 233,New York,Germany,66026,6244,NAICS,4,625864420,NYSE,TICK233
CUST0234,OBL0234,OBL0234,Company 234,Boston,Canada,51935,5222,SIC,2,155104094,TSX,TICK234
CUST0235,OBL0235,OBL0235,Company 235,Houston,France,43458,6244,SIC,2,547870215,TSX,TICK235
CUST0236,OBL0236,OBL0236,Company 236,Miami,France,89884,6244,SIC,4,459637150,NASDAQ,TICK236
CUST0237,OBL0237,OBL0237,Company 237,Seattle,USA,25704,5411,NAICS,5,524326982,Euronext,TICK237
CUST0238,OBL0238,OBL0238,Company 238,Seattle,UK,60935,3254,SIC,2,292857512,NYSE,TICK238
CUST0239,OBL0239,OBL0239,Company 239,Los Angeles,USA,44592,6113,NAICS,1,283294296,Euronext,TICK239
CUST0240,OBL0240,OBL0240,Company 240,Houston,UK,63367,3254,NAICS,2,472851811,Euronext,TICK240
CUST0241,OBL0241,OBL0241,Company 241,Miami,Germany,27322,6244,SIC,4,625170808,NYSE,TICK241
CUST0242,OBL0242,OBL0242,Company 242,San Francisco,France,52237,5411,SIC,3,982870161,TSX,TICK242
CUST0243,OBL0243,OBL0243,Company 243,Los Angeles,UK,70639,6244,NAICS,2,649646698,NYSE,TICK243
CUST0244,OBL0244,OBL0244,Company 244,Seattle,UK,80075,3254,NAICS,5,598163608,TSX,TICK244
CUST0245,OBL0245,OBL0245,Company 245,San Francisco,Germany,80750,6244,SIC,5,743165984,LSE,TICK245
CUST0246,OBL0246,OBL0246,Company 246,Chicago,France,13599,5415,SIC,5,764903357,NYSE,TICK246
CUST0247,OBL0247,OBL0247,Company 247,San Francisco,France,82558,5411,SIC,3,837068638,NYSE,TICK247
CUST0248,OBL0248,OBL0248,Company 248,Boston,UK,55920,5411,NAICS,1,622529834,NYSE,TICK248
CUST0249,OBL0249,OBL0249,Company 249,Miami,UK,55179,3254,SIC,4,217949474,NYSE,TICK249
CUST0250,OBL0250,OBL0250,Company 250,Los Angeles,Germany,22534,5222,NAICS,5,433016655,NASDAQ,TICK250
CUST0251,OBL0251,OBL0251,Company 251,Seattle,France,75392,3254,SIC,3,851567157,NASDAQ,TICK251
CUST0252,OBL0252,OBL0252,Company 252,Miami,UK,76321,3361,SIC,3,724030827,Euronext,TICK252
CUST0253,OBL0253,OBL0253,Company 253,Chicago,USA,69336,5222,NAICS,3,683756165,Euronext,TICK253
CUST0254,OBL0254,OBL0254,Company 254,Los Angeles,USA,25017,3361,SIC,1,735350725,NASDAQ,TICK254
CUST0255,OBL0255,OBL0255,Company 255,Chicago,France,34407,6113,SIC,4,142088526,NYSE,TICK255
CUST0256,OBL0256,OBL0256,Company 256,Seattle,UK,40475,5415,NAICS,2,102838123,NYSE,TICK256
CUST0257,OBL0257,OBL0257,Company 257,Los Angeles,USA,69911,6113,SIC,5,886802623,NASDAQ,TICK257
CUST0258,OBL0258,OBL0258,Company 258,Houston,France,83874,5222,SIC,5,410957434,LSE,TICK258
CUST0259,OBL0259,OBL0259,Company 259,San Francisco,UK,31665,6113,SIC,3,599672456,Euronext,TICK259
CUST0260,OBL0260,OBL0260,Company 260,New York,Canada,55937,6244,NAICS,1,285304684,LSE,TICK260
CUST0261,OBL0261,OBL0261,Company 261,Miami,USA,77216,4234,SIC,3,246906285,LSE,TICK261
CUST0262,OBL0262,OBL0262,Company 262,Los Angeles,USA,79814,4234,SIC,4,913391835,Euronext,TICK262
CUST0263,OBL0263,OBL0263,Company 263,Boston,France,86047,3361,SIC,3,379299404,NASDAQ,TICK263
CUST0264,OBL0264,OBL0264,Company 264,Miami,USA,13764,5411,NAICS,2,149446905,Euronext,TICK264
CUST0265,OBL0265,OBL0265,Company 265,Seattle,Canada,76561,6244,NAICS,5,795104990,Euronext,TICK265
CUST0266,OBL0266,OBL0266,Company 266,Houston,Germany,20587,3361,SIC,4,457508169,Euronext,TICK266
CUST0267,OBL0267,OBL0267,Company 267,Los Angeles,Germany,18029,6113,SIC,2,451049879,NASDAQ,TICK267
CUST0268,OBL0268,OBL0268,Company 268,Boston,Germany,61459,6113,NAICS,2,253425639,NASDAQ,TICK268
CUST0269,OBL0269,OBL0269,Company 269,San Francisco,USA,31746,6113,SIC,3,889513655,NYSE,TICK269
CUST0270,OBL0270,OBL0270,Company 270,New York,Canada,70657,5411,SIC,2,827623361,TSX,TICK270
CUST0271,OBL0271,OBL0271,Company 271,New York,Germany,50100,5411,SIC,5,521556262,Euronext,TICK271
CUST0272,OBL0272,OBL0272,Company 272,Los Angeles,Germany,83036,3254,SIC,2,113566889,NYSE,TICK272
CUST0273,OBL0273,OBL0273,Company 273,Seattle,UK,62191,3254,NAICS,1,512638907,LSE,TICK273
CUST0274,OBL0274,OBL0274,Company 274,New York,France,72203,5411,SIC,2,905416955,NYSE,TICK274
CUST0275,OBL0275,OBL0275,Company 275,Los Angeles,USA,38875,3254,SIC,5,894639637,NASDAQ,TICK275
CUST0276,OBL0276,OBL0276,Company 276,Houston,UK,45294,5222,NAICS,1,229789298,Euronext,TICK276
CUST0277,OBL0277,OBL0277,Company 277,New York,USA,59386,5222,SIC,5,566360818,NYSE,TICK277
CUST0278,OBL0278,OBL0278,Company 278,San Francisco,UK,74483,5222,SIC,3,551203687,NYSE,TICK278
CUST0279,OBL0279,OBL0279,Company 279,Chicago,Canada,88351,3361,NAICS,2,419101822,NASDAQ,TICK279
CUST0280,OBL0280,OBL0280,Company 280,San Francisco,Germany,77824,3254,SIC,4,557505173,Euronext,TICK280
CUST0281,OBL0281,OBL0281,Company 281,Seattle,UK,12937,3361,NAICS,3,967866451,NYSE,TICK281
CUST0282,OBL0282,OBL0282,Company 282,San Francisco,France,96976,4234,SIC,3,591698818,Euronext,TICK282
CUST0283,OBL0283,OBL0283,Company 283,Houston,France,39368,3361,SIC,3,593431081,LSE,TICK283
CUST0284,OBL0284,OBL0284,Company 284,Chicago,France,33043,6244,NAICS,1,491677191,LSE,TICK284
CUST0285,OBL0285,OBL0285,Company 285,Los Angeles,France,82427,3254,SIC,2,524025691,TSX,TICK285
CUST0286,OBL0286,OBL0286,Company 286,Boston,France,33221,6113,NAICS,2,619290692,Euronext,TICK286
CUST0287,OBL0287,OBL0287,Company 287,Los Angeles,France,97936,5415,SIC,2,132113365,LSE,TICK287
CUST0288,OBL0288,OBL0288,Company 288,Boston,France,15779,3254,NAICS,1,763695835,LSE,TICK288
CUST0289,OBL0289,OBL0289,Company 289,New York,France,11995,6244,NAICS,2,685000789,NYSE,TICK289
CUST0290,OBL0290,OBL0290,Company 290,San Francisco,UK,13465,5411,NAICS,1,410598939,NASDAQ,TICK290
CUST0291,OBL0291,OBL0291,Company 291,New York,UK,77206,5415,NAICS,3,292943267,NASDAQ,TICK291
CUST0292,OBL0292,OBL0292,Company 292,San Francisco,Canada,90022,5415,SIC,3,570330045,TSX,TICK292
CUST0293,OBL0293,OBL0293,Company 293,Seattle,UK,89987,3254,SIC,1,536513749,NASDAQ,TICK293
CUST0294,OBL0294,OBL0294,Company 294,Boston,Canada,58903,3361,NAICS,2,490061675,LSE,TICK294
CUST0295,OBL0295,OBL0295,Company 295,New York,France,86530,6244,NAICS,4,961239994,Euronext,TICK295
CUST0296,OBL0296,OBL0296,Company 296,San Francisco,Canada,24212,6113,NAICS,5,647129849,NYSE,TICK296
CUST0297,OBL0297,OBL0297,Company 297,Miami,Germany,17811,6113,NAICS,1,106182917,LSE,TICK297
CUST0298,OBL0298,OBL0298,Company 298,Los Angeles,Canada,11175,4234,NAICS,1,748285627,TSX,TICK298
CUST0299,OBL0299,OBL0299,Company 299,San Francisco,Germany,78525,3254,SIC,4,155638493,NASDAQ,TICK299
CUST0300,OBL0300,OBL0300,Company 300,Miami,USA,33315,6113,NAICS,1,893312444,NASDAQ,TICK300
CUST0301,OBL0301,OBL0301,Company 301,Houston,USA,59418,4234,SIC,3,771546362,LSE,TICK301
CUST0302,OBL0302,OBL0302,Company 302,Boston,USA,93428,5415,NAICS,4,517546070,NYSE,TICK302
CUST0303,OBL0303,OBL0303,Company 303,Chicago,UK,55771,5415,NAICS,2,272773461,TSX,TICK303
CUST0304,OBL0304,OBL0304,Company 304,San Francisco,Germany,89717,3254,SIC,5,909938581,NYSE,TICK304
CUST0305,OBL0305,OBL0305,Company 305,Chicago,France,78754,3254,SIC,3,766663396,NASDAQ,TICK305
CUST0306,OBL0306,OBL0306,Company 306,Los Angeles,Germany,78353,4234,SIC,2,146775222,TSX,TICK306
CUST0307,OBL0307,OBL0307,Company 307,Boston,USA,50610,5411,SIC,2,115400566,Euronext,TICK307
CUST0308,OBL0308,OBL0308,Company 308,New York,France,66471,6244,NAICS,4,840540950,NASDAQ,TICK308
CUST0309,OBL0309,OBL0309,Company 309,San Francisco,France,52438,6113,NAICS,4,418530929,LSE,TICK309
CUST0310,OBL0310,OBL0310,Company 310,Boston,France,42213,6244,SIC,4,841955927,Euronext,TICK310
CUST0311,OBL0311,OBL0311,Company 311,Los Angeles,Germany,62177,3254,SIC,1,532674163,LSE,TICK311
CUST0312,OBL0312,OBL0312,Company 312,San Francisco,France,79208,5411,SIC,5,824136433,Euronext,TICK312
CUST0313,OBL0313,OBL0313,Company 313,Los Angeles,Canada,69477,5411,NAICS,5,243646396,Euronext,TICK313
CUST0314,OBL0314,OBL0314,Company 314,Los Angeles,France,22211,3361,SIC,3,357339854,LSE,TICK314
CUST0315,OBL0315,OBL0315,Company 315,Los Angeles,USA,64798,5222,SIC,5,899500279,Euronext,TICK315
CUST0316,OBL0316,OBL0316,Company 316,Seattle,Canada,40961,6244,NAICS,5,200270673,NASDAQ,TICK316
CUST0317,OBL0317,OBL0317,Company 317,Los Angeles,Germany,99202,5415,SIC,1,194395925,Euronext,TICK317
CUST0318,OBL0318,OBL0318,Company 318,Miami,Canada,74866,5411,SIC,4,641613087,NASDAQ,TICK318
CUST0319,OBL0319,OBL0319,Company 319,New York,USA,21958,5222,SIC,5,263166886,Euronext,TICK319
CUST0320,OBL0320,OBL0320,Company 320,Chicago,Germany,56117,5415,NAICS,4,438239946,Euronext,TICK320
CUST0321,OBL0321,OBL0321,Company 321,Boston,France,90424,5222,NAICS,3,544954888,NYSE,TICK321
CUST0322,OBL0322,OBL0322,Company 322,Los Angeles,UK,21433,5411,NAICS,5,948977619,TSX,TICK322
CUST0323,OBL0323,OBL0323,Company 323,Seattle,Germany,30216,6244,NAICS,2,751305219,NYSE,TICK323
CUST0324,OBL0324,OBL0324,Company 324,Los Angeles,UK,53898,6113,NAICS,2,203903715,NASDAQ,TICK324
CUST0325,OBL0325,OBL0325,Company 325,New York,France,18196,3254,SIC,2,488757300,LSE,TICK325
CUST0326,OBL0326,OBL0326,Company 326,Los Angeles,UK,51429,6113,SIC,5,334470858,LSE,TICK326
CUST0327,OBL0327,OBL0327,Company 327,Miami,Germany,48403,6113,NAICS,3,401535676,NYSE,TICK327
CUST0328,OBL0328,OBL0328,Company 328,New York,UK,48220,3254,NAICS,4,168840502,LSE,TICK328
CUST0329,OBL0329,OBL0329,Company 329,Houston,USA,39650,6113,NAICS,1,862085519,TSX,TICK329
CUST0330,OBL0330,OBL0330,Company 330,Boston,France,27037,6244,SIC,4,345777643,LSE,TICK330
CUST0331,OBL0331,OBL0331,Company 331,Chicago,France,86816,4234,SIC,1,306854511,NASDAQ,TICK331
CUST0332,OBL0332,OBL0332,Company 332,Houston,Canada,12007,6244,SIC,1,446798203,Euronext,TICK332
CUST0333,OBL0333,OBL0333,Company 333,Seattle,France,82861,6244,SIC,4,332101571,NYSE,TICK333
CUST0334,OBL0334,OBL0334,Company 334,Los Angeles,Germany,88981,5415,NAICS,4,127072963,LSE,TICK334
CUST0335,OBL0335,OBL0335,Company 335,Los Angeles,Germany,47676,4234,NAICS,1,862610271,NYSE,TICK335
CUST0336,OBL0336,OBL0336,Company 336,San Francisco,USA,56197,5222,SIC,5,928872445,Euronext,TICK336
CUST0337,OBL0337,OBL0337,Company 337,Boston,UK,60468,6113,NAICS,4,581068234,TSX,TICK337
CUST0338,OBL0338,OBL0338,Company 338,Houston,France,70962,3254,NAICS,2,763408225,TSX,TICK338
CUST0339,OBL0339,OBL0339,Company 339,Houston,France,61685,6244,SIC,2,844744670,TSX,TICK339
CUST0340,OBL0340,OBL0340,Company 340,Seattle,UK,96589,3254,SIC,4,871389180,Euronext,TICK340
CUST0341,OBL0341,OBL0341,Company 341,Los Angeles,USA,65141,5222,NAICS,5,660242357,LSE,TICK341
CUST0342,OBL0342,OBL0342,Company 342,Boston,Germany,44725,6244,SIC,5,660536671,Euronext,TICK342
CUST0343,OBL0343,OBL0343,Company 343,Chicago,Germany,89311,4234,NAICS,5,339964511,Euronext,TICK343
CUST0344,OBL0344,OBL0344,Company 344,Los Angeles,UK,99960,3361,NAICS,4,266542098,Euronext,TICK344
CUST0345,OBL0345,OBL0345,Company 345,Los Angeles,Germany,38686,3361,SIC,4,160737405,NYSE,TICK345
CUST0346,OBL0346,OBL0346,Company 346,Chicago,Germany,63340,5411,SIC,3,613679593,TSX,TICK346
CUST0347,OBL0347,OBL0347,Company 347,San Francisco,UK,16317,6113,NAICS,3,608469379,TSX,TICK347
CUST0348,OBL0348,OBL0348,Company 348,Chicago,UK,10072,3361,NAICS,2,610244407,LSE,TICK348
CUST0349,OBL0349,OBL0349,Company 349,Miami,Germany,40557,4234,SIC,5,412206424,TSX,TICK349
CUST0350,OBL0350,OBL0350,Company 350,New York,Canada,31980,5415,NAICS,2,847837331,NYSE,TICK350
CUST0351,OBL0351,OBL0351,Company 351,Houston,USA,41971,3254,NAICS,2,265128602,LSE,TICK351
CUST0352,OBL0352,OBL0352,Company 352,Chicago,France,47431,5222,NAICS,4,177281602,TSX,TICK352
CUST0353,OBL0353,OBL0353,Company 353,New York,France,40841,5222,NAICS,2,566519622,NYSE,TICK353
CUST0354,OBL0354,OBL0354,Company 354,San Francisco,Canada,12410,6113,NAICS,5,851388342,TSX,TICK354
CUST0355,OBL0355,OBL0355,Company 355,Boston,Germany,10727,4234,SIC,3,140746103,NYSE,TICK355
CUST0356,OBL0356,OBL0356,Company 356,Miami,USA,26561,3361,NAICS,5,523254573,LSE,TICK356
CUST0357,OBL0357,OBL0357,Company 357,Los Angeles,USA,77322,5222,NAICS,2,545078718,NYSE,TICK357
CUST0358,OBL0358,OBL0358,Company 358,Chicago,Germany,12590,3361,NAICS,4,662547062,TSX,TICK358
CUST0359,OBL0359,OBL0359,Company 359,Los Angeles,France,44265,3254,NAICS,5,145316787,LSE,TICK359
CUST0360,OBL0360,OBL0360,Company 360,San Francisco,UK,27116,5411,NAICS,3,551065702,LSE,TICK360
CUST0361,OBL0361,OBL0361,Company 361,Houston,UK,85716,3361,SIC,3,760882005,Euronext,TICK361
CUST0362,OBL0362,OBL0362,Company 362,New York,Canada,77652,3254,SIC,1,224306076,NYSE,TICK362
CUST0363,OBL0363,OBL0363,Company 363,Miami,Germany,19884,5415,NAICS,3,493357004,TSX,TICK363
CUST0364,OBL0364,OBL0364,Company 364,Miami,Germany,21675,6244,SIC,5,201225858,TSX,TICK364
CUST0365,OBL0365,OBL0365,Company 365,Los Angeles,Germany,38802,4234,NAICS,1,771017385,NYSE,TICK365
CUST0366,OBL0366,OBL0366,Company 366,Seattle,UK,64419,3254,NAICS,2,857836852,TSX,TICK366
CUST0367,OBL0367,OBL0367,Company 367,Houston,France,88793,5222,SIC,5,948194008,NASDAQ,TICK367
CUST0368,OBL0368,OBL0368,Company 368,Boston,Germany,57158,5415,SIC,5,352507708,NASDAQ,TICK368
CUST0369,OBL0369,OBL0369,Company 369,New York,Canada,20837,3254,SIC,5,643858334,NYSE,TICK369
CUST0370,OBL0370,OBL0370,Company 370,Chicago,UK,58217,6113,SIC,5,330172963,LSE,TICK370
CUST0371,OBL0371,OBL0371,Company 371,Houston,UK,86883,5222,SIC,5,253959389,TSX,TICK371
CUST0372,OBL0372,OBL0372,Company 372,Los Angeles,USA,16092,5222,SIC,2,666702528,NASDAQ,TICK372
CUST0373,OBL0373,OBL0373,Company 373,New York,Germany,17564,3254,SIC,5,931287029,NASDAQ,TICK373
CUST0374,OBL0374,OBL0374,Company 374,Houston,Germany,76363,4234,NAICS,3,888674401,LSE,TICK374
CUST0375,OBL0375,OBL0375,Company 375,Boston,USA,40916,3254,SIC,5,711422168,NASDAQ,TICK375
CUST0376,OBL0376,OBL0376,Company 376,Los Angeles,France,57290,3361,NAICS,1,379221759,NYSE,TICK376
CUST0377,OBL0377,OBL0377,Company 377,Chicago,USA,67919,3361,SIC,3,817015704,NYSE,TICK377
CUST0378,OBL0378,OBL0378,Company 378,Seattle,France,38451,6244,SIC,5,956457072,LSE,TICK378
CUST0379,OBL0379,OBL0379,Company 379,Los Angeles,France,94137,6113,NAICS,2,663770918,TSX,TICK379
CUST0380,OBL0380,OBL0380,Company 380,Chicago,France,56397,3254,SIC,1,584834453,NASDAQ,TICK380
CUST0381,OBL0381,OBL0381,Company 381,Houston,Germany,59285,3254,SIC,3,453741372,NASDAQ,TICK381
CUST0382,OBL0382,OBL0382,Company 382,New York,USA,14803,4234,SIC,4,906854421,Euronext,TICK382
CUST0383,OBL0383,OBL0383,Company 383,Miami,UK,44044,6113,SIC,2,824219622,LSE,TICK383
CUST0384,OBL0384,OBL0384,Company 384,Houston,France,72575,5411,NAICS,2,564257829,TSX,TICK384
CUST0385,OBL0385,OBL0385,Company 385,Seattle,France,24300,4234,SIC,2,211864250,NASDAQ,TICK385
CUST0386,OBL0386,OBL0386,Company 386,Miami,UK,83917,5411,SIC,3,603816788,LSE,TICK386
CUST0387,OBL0387,OBL0387,Company 387,Chicago,France,58957,6244,SIC,1,348790427,LSE,TICK387
CUST0388,OBL0388,OBL0388,Company 388,Chicago,Germany,57027,4234,NAICS,3,737942981,NYSE,TICK388
CUST0389,OBL0389,OBL0389,Company 389,Houston,France,82198,5222,SIC,4,420462673,Euronext,TICK389
CUST0390,OBL0390,OBL0390,Company 390,Boston,UK,93579,6244,SIC,4,907510116,LSE,TICK390
CUST0391,OBL0391,OBL0391,Company 391,Houston,France,72275,5411,SIC,4,987762563,Euronext,TICK391
CUST0392,OBL0392,OBL0392,Company 392,Seattle,Canada,69029,3254,SIC,2,435553593,NYSE,TICK392
CUST0393,OBL0393,OBL0393,Company 393,Chicago,UK,93036,5415,NAICS,4,753679252,NASDAQ,TICK393
CUST0394,OBL0394,OBL0394,Company 394,Houston,Germany,51940,5415,NAICS,3,537928306,TSX,TICK394
CUST0395,OBL0395,OBL0395,Company 395,San Francisco,Germany,83278,5222,NAICS,3,503621769,TSX,TICK395
CUST0396,OBL0396,OBL0396,Company 396,New York,France,80137,3254,NAICS,2,956715214,NASDAQ,TICK396
CUST0397,OBL0397,OBL0397,Company 397,San Francisco,Canada,87187,5415,NAICS,1,553954001,TSX,TICK397
CUST0398,OBL0398,OBL0398,Company 398,Chicago,UK,10379,5415,NAICS,3,551764747,NASDAQ,TICK398
CUST0399,OBL0399,OBL0399,Company 399,Chicago,USA,77975,5415,NAICS,1,243831203,NYSE,TICK399
